,0,1,2,3,4,5,6,7,8,9
0,0.0,0.15383243411958802,0.32550051277478037,0.4971685914299728,0.7000490480224729,0.704507959156374,0.7535559816292862,1.2574129397601108,1.4223926517144514,
1,0.0,0.17560754545969523,0.5268226363790858,0.6707075284654166,0.7545459695235938,0.7704072962102759,0.9210898997337562,1.0853679261315357,1.1080269642553673,1.2371834815612077
2,0.0,0.30756398894854814,0.4848042537663556,0.5304175572121148,0.7011416358233854,0.7506646509930668,0.8301621227128186,1.1429390606265966,1.2289527185528852,1.3071469530313298
3,0.0,0.18761913315968584,0.2914084408650439,0.811352953504386,0.9720267856251809,1.0478728181790964,1.075816093330539,1.3752083270959952,1.4051475504725406,1.4051475504725406
4,0.0,0.41570226045301184,0.5849771421333242,1.0663166016052326,1.0881956679448648,1.108923204477148,1.1745604034960446,1.2597736092398755,,
5,0.0,0.11770475723393821,0.1485321936523506,0.26343445666643317,0.37133048413087655,0.5044489595740209,0.7959083584390106,0.8393470188467737,1.0046941778182583,1.245708680725846
6,0.0,0.6392517157405357,0.7195040956386982,0.752711976975869,0.7554793004206332,0.9990037635598848,1.122149656851893,1.324164268319681,1.7088222271419082,1.9509630285587776
7,0.0,1.4489040042861467,1.6632113489715574,2.0603787649374548,2.370192643667451,2.4307577628176755,2.548393859628689,4.001956719234084,6.395443639497775,
8,0.0,0.07454457921138047,0.2950722927117143,0.4146542218633038,0.6646891646348092,0.7796120575856874,0.807566274789955,1.085555434765728,1.2097964001180288,2.2239132798061836
9,0.0,0.2779059040590406,0.4289667896678967,0.4797047970479705,0.4935424354243542,0.5016143911439114,0.566190036900369,0.934040590405904,1.0827952029520294,1.117389298892989
10,0.0,0.003915988983017662,0.1109530211855004,0.3863775796577426,0.4725293372841311,0.4999412601652548,0.5547651059275021,0.5560704355885079,0.5691237321985668,0.7531752144003968
11,0.0,0.7723607866777182,0.8260492803858035,0.865609223118077,0.926832944013262,1.1274583678697914,1.4137970009795795,1.5418958631602742,1.5776881922989978,2.517707783889684
12,0.0,0.7609789278274549,1.0302265931667778,1.2073632151005427,1.3306503039664432,1.6820893618830335,1.8606430767922684,1.9428344693695354,2.973061062536313,8.759051681380816
13,0.0,0.016190499912820386,0.08344334570453583,0.46952449747179115,0.4906966896654794,0.5803671507211,0.6115027274765238,0.6550925349341171,0.8531148030986128,1.398610107853638
14,0.0,0.07913479293062516,0.08682845335443595,0.3143409830299833,0.5506462674756001,0.6495647586388815,0.693528532489229,0.7572760045722324,0.9056537413171547,1.4112371405961488
15,0.0,0.6537124340380526,0.6930927011487786,0.7482250751037952,0.869741327902607,1.0947714256781844,1.1600301540331017,1.509951956074125,1.6044645971398672,1.8936282727814846
16,0.0,0.5263911766812289,0.6290434242879992,0.7054357946000143,0.7710854878369023,0.9095466590274296,0.9250638592470576,1.175726324333357,1.5278474062403018,
17,0.0,0.13724227484349102,0.14674366310188658,0.23436757704042313,0.3758326911098677,0.3779441107228445,0.38638978917475164,0.45501092659649717,0.4750694129197766,0.7854480960273641
18,0.0,0.08682580411061867,0.1257030298317912,0.2799160251924423,0.33304823367804476,0.37322136692325636,0.5922297384858617,0.658321022211855,1.1222559158178471,1.1455822512505507
19,0.0,0.41568283682327817,0.8723684024488526,0.9331655520522573,1.0491043024587496,1.2201846536683303,1.7814978720997638,1.7843256464999222,2.253736196926209,
20,0.0,0.0474516316890624,0.40765265405603607,0.4162802234540474,0.5532428876474775,0.6438323663265967,0.8487371395293661,0.861678493626383,0.8746198477234003,0.8940318788689255
21,0.0,0.16657678710527896,0.40385882916891375,0.411049194079933,0.444604230331356,0.6267601414105101,0.7657738630235486,0.7945353226676255,0.8700341542333274,1.3218287494757026
